,name,description,id,category
732,my life is a movie,every main character needs their soundtrack,37i9dQZF1DX4OzrY981I1W,indie_alt
733,In The K-Indie,Let's fall into the K-인디 tracks from Korea's thriving indie scene. (Cover: BULGOGIDISCO) (최신곡을 포함한 국내 인디곡들을 만나보세요!),37i9dQZF1DXdTb8AG95jne,indie_alt
734,Altar,The home for alternative electronic music. Cover: Leon Vynehall,37i9dQZF1DXa71eg5j9dKZ,indie_alt
735,Ethereal,"dedicated to experimentalism with strong elements of pop and universal beauty, ft yeule",37i9dQZF1DXao0JEaClQq9,indie_alt
736,anti pop,not not pop. featuring new music by AUDREY NUNA.,37i9dQZF1DWWqNV5cS50j6,indie_alt
737,Alternative 10s,The best alternative songs of the decade so far. Cover: HAIM,37i9dQZF1DX873GaRGUmPl,indie_alt
738,Garage Rock Revival,"Classic tracks with roots in post-punk, garage rock, and new wave. Cover: The Strokes",37i9dQZF1DXbMYUPb05hjJ,indie_alt
739,Oyster,For the connoisseurs. Genre-bending gems and authentic expressions. Cover: Bakar,37i9dQZF1DX2Wvd8VINtcF,indie_alt
740,Neon Lights,Cruising through a shimmering night with the current City Pop wave from Asia.,37i9dQZF1DWZQ9qjpEt3QA,indie_alt
741,Early Alternative,Classic alternative. These early pioneers brought the underground to the foreground. Cover: Lou Reed,37i9dQZF1DXdTCdwCKzXwo,indie_alt
742,アジア都市音楽ディスクガイド Asian City Music Disc Guide,"Based on the Book <a href=""https://diskunion.net/dubooks/ct/detail/DUBK317"">""Asian City Music Disc Guide"" (Tokyo: DU BOOKS). </a> City Pop,K-Pop,AOR,R&B...",37i9dQZF1DWUYqOHKAREHh,indie_alt
743,vaporwave,"Ride the vaporwave and lose your soul in the 
  a e s t h e t i c .",37i9dQZF1DWU4EQPjP9ZpS,indie_alt
744,Modern Psychedelia,The best of modern psych. Cover: St. Vincent,37i9dQZF1DX8gDIpdqp1XJ,indie_alt
745,Shoegaze Classics,The essential beautiful noise: sweet and sour fuzz to warm your heart. Cover: my bloody valentine,37i9dQZF1DX6ujZpAN0v9r,indie_alt
746,Our Generation,":)
art: rex orange county + @doolittleillustrations",37i9dQZF1DX2Z1pVUBGGZs,indie_alt
747,misfits 2.0,welcome to our universe ft. Grimes,37i9dQZF1DXciq74vrQmM8,indie_alt
748,Best Indie Songs of 2021,Editors' picks of the best indie tracks this year. Cover: Japanese Breakfast,37i9dQZF1DWW06b4n9Ho9J,indie_alt
749,metropolis,"Hey, what's up, this is NEIL FRANCES, we're taking over the metropolis playlist. Here’s a playlist to soundtrack the night. Enjoy! 🌙 🦝 💥🪐✨",37i9dQZF1DX8CopunbDxgW,indie_alt
750,"Britpop, Etc.",The songs that defined a golden era of British indie. Cover: Blur,37i9dQZF1DXaVgr4Tx5kRF,indie_alt
751,Dreampop Classics,"Glimmering, warm, and bright memories: Beach House on the cover.",37i9dQZF1DXcNf6sH1qnKU,indie_alt
752,Indie Shuffle,Current indie tunes from Asia and around the world. Cover: Toro Y Moi,37i9dQZF1DWVbu3wLXA48X,indie_alt
753,badass,killer songs from badass artists. Cover: Snail Mail,37i9dQZF1DX2I7Ykltk83m,indie_alt
754,Post Punk 2k,"New no wave, post-punk, and anything else. Cover: Yard Act",37i9dQZF1DWYwMzXER4RFF,indie_alt
755,borderless,"Beyond genre, beyond language, beyond borders. Cover: Magdalena Bay",37i9dQZF1DWZJmo7mlltU6,indie_alt
756,Today's Indie Rock,the resurgence is real. Cover: Lovejoy,37i9dQZF1DX30HHrCAl4ZG,indie_alt
757,Fresh Finds Experimental,"The best new experimental music by independent artists and labels. Updates every Wednesday. Cover: RUMTUM, Artwork: Thami Nabil",37i9dQZF1DX8C585qnMYHP,indie_alt
758,The Indie List,Home of the best indie tunes right now. Cover: The Kooks,37i9dQZF1DWVTKDs2aOkxu,indie_alt
759,Dreampop,Dream your way through the day to these blissful indie tunes.,37i9dQZF1DX6uhsAfngvaD,indie_alt
760,Sad Indie,The premier alternative melancholia playlist.,37i9dQZF1DWVV27DiNWxkR,indie_alt
761,Alternative 90s,"Britpop, trip-hop, grunge and more from the other side of the 90s. Cover: my bloody valentine",37i9dQZF1DXaLI8a395lse,indie_alt
762,Made in France,The best French indie tracks right now. Cover: Jacques,37i9dQZF1DWSrj7tqQ9IOu,indie_alt
763,Alternative 60s,The songs that influenced everything that has happened since. Cover: Jimi Hendrix,37i9dQZF1DX5qNE4zrflL7,indie_alt
764,Women of Indie,Some of the most mesmerizing voices and masterful musicians of indie. Cover: FKA Twigs,37i9dQZF1DX91UQmVbQYyN,indie_alt
765,Fresh Finds Indie,The best new indie tracks by independent artists and labels. Updates every Wednesday. Cover: Delaney Bailey Artwork: Robin Clifford Ellis,37i9dQZF1DWT0upuUFtT7o,indie_alt
766,Front Left,"music that's hard to define but easy to love. Cover: Rex Orange County
",37i9dQZF1DX5WTH49Vcnqp,indie_alt
767,pumpkin spice,"<a href=""https://open.spotify.com/track/20bNmfHntXFvYInCEQZYfp?si=e255ce242aff4eae"">latte foam art, tiny pumpkins, fuzzy comfy socks</a>",37i9dQZF1DX6cFbK8tUIPC,indie_alt
768,Indie Covers,Indie takes on songs others make. Cover: mxmtoon,37i9dQZF1DXb67OkZ6150Z,indie_alt
769,Women Of Motown,"For Motown, diversity and equality wasn’t just a goal, it was the key to success. These women brought Motown into the hearts of many.",37i9dQZF1DX3z6D2ln0Hqx,soul
770,Motown Soul Number Ones,Chart topping hits from the legendary label.,37i9dQZF1DX8xV1CEmgc1h,soul
771,Sound Of Motown,Celebrating 60 years of Motown with the music that broke barriers and moved the soul.,37i9dQZF1DWYC7CaxNgoCg,soul
772,Soul Resistance,These artists changed the world by changing their tune.  Their music not only grooved but moved the world with personal and political messages.,37i9dQZF1DX8YFIEyRvxXj,soul
773,Evolution Of Soul,"From the past to the present, soul music has evolved into many different sounds and Motown has been at the forefront.",37i9dQZF1DWVGLWeeMNGcG,soul
774,Smokey's Songbook,Discover hits signed Smokey Robinson that shaped the early sound of Motown.,37i9dQZF1DX6eUekrgxJ8J,soul
775,Soul Music Japan,日本の現行ソウルミュージックを一つのプレイリストに。cover: Bialystocks,37i9dQZF1DX7NPTn8GFbox,soul
776,Feelin' Good,Feel good with this positively timeless playlist!,37i9dQZF1DX9XIFQuFvzM4,soul
777,Morning Rhythm,"Start your morning right with this collection of funky, soulful, jazzy tunes!",37i9dQZF1DX3ohNxI5tB79,soul
778,Butter,Smooth joints. Cover: Terrace Martin,37i9dQZF1DWVzZlRWgqAGH,soul
779,Funk & Soul Classics,A selection of the greatest funk & soul records ever made.,37i9dQZF1DWWvhKV4FBciw,soul
780,70s Soul Classics,A collection of the hottest soul tracks from the 1970s.,37i9dQZF1DWULEW2RfoSCi,soul
781,I Love My Neo-Soul,"Classic Neo-Soul, the songs you love, from the artists you love. Cover: Erykah Badu",37i9dQZF1DX8MbMfAHb8U0,soul
782,Next Wave Neo-Soul,A blend of new songs and new artists in the neo-soul space. Cover: Naomi Sharon,37i9dQZF1DX44dZ4p5QLf4,soul
783,Uplifting Soul Classics,Uplifting soul classics to energize you whenever you feel for a soulful boost.,37i9dQZF1DWTx0xog3gN3q,soul
784,Soul Lounge,"Whether you're lounging at home or out with your friends, let this playlist provide your soundtrack.",37i9dQZF1DX62Nfha2yFhL,soul
785,Soulful Disco,All the best soul disco sounds for getting down.,37i9dQZF1DXcAiMO5AYxE8,soul
786,Soul 'n' the City,Your daily dose of soul-infused music! Cover: Samm Henshaw,37i9dQZF1DWSXWSaQmvWOB,soul
787,Acoustic Soul,Relax to these acoustic soul songs. Cover: Allen Stone,37i9dQZF1DX5lDysu4GbKR,soul
788,Retro Soul,A new take on a classic sound. Cover: Curtis Harding,37i9dQZF1DWT7oUl2XAhgF,soul
789,City Soul,"Soul, AOR & Blue Eyed Soul 1970s - 2010s.ヒップホップ以降の感性にフィットする洗練されたグルーヴの楽曲を、『シティ・ソウル ディスクガイド』（DU BOOKS）の小渕晃がセレクト。毎月更新。",37i9dQZF1DX2kWHeSlxDbJ,soul
790,’80s Jam Session,Get down and jam out to these throwback '80s R&B and soul tunes!,37i9dQZF1DX0H8hDpv38Ju,soul
791,Funk Outta Here,Funk to these good ol' funky soul classics!,37i9dQZF1DX70TzPK5buVf,soul
792,Rare Soul Grooves,Vintage soul gems from the archives.,37i9dQZF1DXc9NQwLalzEM,soul
793,Sad Soul,The sad side of soul. Cover: Harold Melvin.,37i9dQZF1DXchlyaSeZp0q,soul
794,The Midnight Hour,Some heart and soul for those up late.,37i9dQZF1DXea80XwOJRgD,soul
795,X-Over ジャズ!,クロスオーバー・ジャズの先駆者、更に次世代のシーンの最先端に立つアーティストの曲を、まとめてお届けします。cover: Emma-Jean Thackray,37i9dQZF1DX4KVW02Geer9,jazz
796,Jazz Classics Japan,日本のジャズシーンを代表する、往年のクラシックスをひとつのプレイリストに。cover: 福居良,37i9dQZF1DX5j8zvqWqinB,jazz
797,Modern Jazz Japan,日本の現代ジャズシーンを象徴する、最先端のアーティストをピックアップ。cover: 大西順子,37i9dQZF1DWWGewPG5S5oE,jazz
798,Clubjazz Japan,レア・グルーヴやアシッド・ジャズのムーブメントを受け継ぐ形で生まれた「クラブ・ジャズ」。そんなクラブジャズシーンを日本で牽引するアーティストをピックアップ。cover: Tokimeki Records x Froya,37i9dQZF1DX7y701eUPO5a,jazz
799,Jazz Classics Blue Note Edition,The best music from one of the greatest jazz labels.,37i9dQZF1DWTR4ZOXTfd9K,jazz
800,Jazz Fusion Japan,ジャズを基調にロックやラテン音楽、電子音楽、時にはクラシックなどを融合させた「ジャズフュージョン」。そんな独特なスタイルのジャズを、日本で牽引するアーティストにスポットライトを。cover: fox capture plan,37i9dQZF1DWXHgXkgBOlTI,jazz
801,State of Jazz,New jazz for open minds. Cover: Immanuel Wilkins,37i9dQZF1DX7YCknf2jT6s,jazz
802,Jazz X-Press,The best new releases from swinging bop to free jazz. Cover: Joel Lyssarides,37i9dQZF1DX85XJl1mZAlp,jazz
803,Jazz Classics,The best tunes in jazz history. Cover: Ella Fitzgerald,37i9dQZF1DXbITWG1ZJKYt,jazz
804,Coffee Table Jazz,Relax to the sound of jazz.,37i9dQZF1DWVqfgj8NZEp1,jazz
805,Chilled Jazz,Mellow jazz to stay focused or unwind.,37i9dQZF1DX2vYju3i0lNX,jazz
806,ディズニー・ジャズ,誰もが知るディズニーの名曲達。Jazz初心者にも聴きやすい楽曲を中心に選曲。,37i9dQZF1DX4hxEwrTcjAR,jazz
807,Jazz in the Background,Soft jazz for all your activities.,37i9dQZF1DWV7EzJMK2FUI,jazz
808,Easy Jazz,The easy listening sound of jazz. Cover: Norah Jones,37i9dQZF1DWT4nLmUaFDGb,jazz
809,Sweet Jazz,The soft sound of some of the sweetest voices in Jazz.,37i9dQZF1DWWMGLiuK4OqL,jazz
810,Cozy Jazz,Soft and cozy vocal and instrumental jazz songs. Cover: Melody Gardot,37i9dQZF1DX52ln8eMkne9,jazz
811,Good Morning Jazz,Jazz music to start your day right.,37i9dQZF1DX71VcjjnyaBQ,jazz
812,Jazz Vibes,The original chill instrumental beats playlist.,37i9dQZF1DX0SM0LYsmbMT,jazz
813,Late Night Jazz,The perfect backdrop to an evening spent relaxing in solitude.,37i9dQZF1DX4wta20PHgwo,jazz
814,Lazy Jazz Cat,Instrumental  jazz with a cool sound.,37i9dQZF1DWTcEjayzrZ4x,jazz
815,Happy Jazz!,Happy and swinging jazz.,37i9dQZF1DX5YTAi6JhwZm,jazz
816,Rainy Day Jazz,Blue jazz when you're feeling blue.,37i9dQZF1DWYxwmBaMqxsl,jazz
817,Jazz for Beginners,An introduction to the beauty of jazz. Cover: Chet Baker,37i9dQZF1DX5gHOTs8Y9XY,jazz
818,Bossa Nova Covers,Some of the world's biggest pop hits in bossa nova versions.,37i9dQZF1DXardnHdSkglX,jazz
819,Jazz-Funk,Jazz. But funky. Cover: Dr. Lonnie Smith,37i9dQZF1DWUb0uBnlJuTi,jazz
820,Jazzy Romance,Jazzy love songs. Cover: Lady Gaga & Tony Bennett,37i9dQZF1DWTbzY5gOVvKd,jazz
821,Soft Jazz,Slow and soft sounds of jazz.,37i9dQZF1DX949uWWpmTjT,jazz
822,In the Mood for Jazz,"The sound, the feeling and the mood of Jazz. Cover: Hank Mobley",37i9dQZF1DX2iVTU1bf67i,jazz
823,Peaceful Piano: American Songbook,Soft interpretations of songbook classics.,37i9dQZF1DWY3X53lmPYk9,jazz
824,French Jazz Café,You are sipping on your coffee in a café in Paris while a jazz band plays somewhere in the background. ,37i9dQZF1DXbehaqJzJXqw,jazz
825,Jazz Pop,Get into the mood with beautiful collections of Jazz Pop tunes. Cover: Michael Bublé,37i9dQZF1DWTsUzn4pp2rW,jazz
826,Jazz UK,The best from Britain's vibrant scene. Cover: Blue Lab Beats,37i9dQZF1DXbHcQpOiXk1D,jazz
827,Jazz for Lovers,The unforgettable romantic jazz songs. Cover: Nat King Cole,37i9dQZF1DX76YsWjvbz9I,jazz
828,BLUE GIANT EXPLORER,"<a href=""http://bluegiant.jp/"">BLUE GIANT EXPLORER</a>とSpotifyのコラボ・プレイリスト。
いよいよアメリカに上陸した主人公＝宮本大が愛聴する、新旧のジャズの名曲たち！",37i9dQZF1DXas9apVLvbWp,jazz
829,Jazztronica,Where jazz meets electronic music. Cover: Anomalie,37i9dQZF1DX55dNU0PWnO5,jazz
830,Smooth Jazz,"Smooth, relaxing as jazz can be, here's the soothing magic in the thick of night from the middle of the light...",37i9dQZF1DXdwTUxmGKrdN,jazz
831,Jazz Club,The best jazz new releases. Photo : Rhoda Scott,37i9dQZF1DX1S1NduGwpsa,jazz
832,Electro Swing,Bringing the roaring 20s into the 2020s,37i9dQZF1DX3bH0P2uDnWA,jazz
833,Women of Jazz,Trace the history of jazz from timeless classics to boundary-breaking contemporary favorites. Cover: Diana Krall,37i9dQZF1DX5OepaGriAIm,jazz
834,Jazz for Autumn,Jazz that captures the essence of autumn.,37i9dQZF1DX7UE7qrnkvsf,jazz
835,Smooth Jazz Classics,"So smooth, so classic. Cover: George Benson",37i9dQZF1DWSSSls9eK29h,jazz
836,Fusion Fest,"Electrified jazz, complex beats and virtuoso playing. Cover: Chick Corea",37i9dQZF1DX0aSJooo0zWR,jazz
837,Orbit,You and jazz are the center of this universe. Cover: Alicia Keys,37i9dQZF1DX1jtMPFVTOER,jazz
838,Evening Jazz,Slow jazz for evening listening pleasure.,37i9dQZF1DWXSyfX6gqDNp,jazz
839,Hard Bop Classics,Funky jazz from the mid 1950s to the early 1960s. Cover: Art Blakey,37i9dQZF1DWZZfLKhEkflI,jazz
840,Latin Jazz,The irresistible rhythms of Latin jazz. Cover: Tito Puente,37i9dQZF1DX661EjJOj3Tu,jazz
841,ジャズ100年のヒット曲～ピアノ編,ビル・エヴァンス、オスカー・ピーターソンからロバート・グラスパー、上原ひろみまで、ジャズ100年の歴史の中から名曲・名演を厳選！#stayhome,4Q8uTgbO8BRVVVqemK9KId,jazz
842,Jazz Meets Classical,"Where jazz meets classical, and classical meets jazz. Cover: Chick Corea",37i9dQZF1DX2mmt7R81K2b,jazz
843,Big Band,"Big bands, big sounds.",37i9dQZF1DX6G7arXBXa3A,jazz
844,Global Groove,Groovy sounds from around the world.,37i9dQZF1DWUS3jbm4YExP,jazz
845,Classical Essentials,"A selection of the greatest classical tunes; the perfect starting point for anyone who's keen to explore the world of <a href=""spotify:genre:classical"">classical</a> music.",37i9dQZF1DWWEJlAGA9gs0,classical
846,Classical New Releases,Updated every Friday with the very best classical new releases. Cover: Joep Beving,37i9dQZF1DWV0gynK7G6pD,classical
847,Winter Classical Japan,今年の冬に聴きたい日本のクラシックを集めました。日増しに寒くなる季節に寄り添う楽曲をお楽しみください。,37i9dQZF1DXcUv9n7At27D,classical
848,Urban Classical Japan,日本の現代クラシックミュージック。随時更新中。Cover: 坂本龍一 (Ryuichi Sakamoto ) Photo by zakkubalan ©2020 Kab Inc.,37i9dQZF1DX30qK0lxZtlE,classical
849,Classical Rising Japan,日本の若手クラシック・アーティストを特集。 Cover: 坂東祐大(Yuta Bandoh),37i9dQZF1DX5FsqhDVFhfu,classical
850,Anime Classical,"Discover the classical side of anime with these orchestral soundtracks and classical masterpieces. アニメ作品に登場するクラシック音楽と象徴的なサウンドトラックを1つのプレイリストで。Illustration by <a href=""https://kazuhisauragami.com/""> Kazuhisa Uragami</a>",37i9dQZF1DX0CgRlkzaOFL,classical
851,吹奏楽  -Wind Orchestra-,吹奏楽の色彩豊かなアンサンブルをプレイリストで。cover: 東京佼成ウインドオーケストラ,37i9dQZF1DXcprmIUnLZkc,classical
852,静寂と黄昏,夜になる一歩手前の時刻に一瞬でもリラックスできるような、音響系オルタナティブとクラシックミュージックを。,37i9dQZF1DX0pBYcA3qddJ,classical
853,The Classical Takeover: Stephan Moccio,Stephan Moccio continues The Classical Takeover with his all-time favourite tunes.,37i9dQZF1DWXtBjoO4Thyy,classical
854,Calming Classical,The most calming classical music.,37i9dQZF1DWVFeEut75IAL,classical
855,Disney Classical,Discover the classical side of your favourite Disney soundtracks.,37i9dQZF1DWVJd52AtCSiR,classical
856,Shimmering Strings,"Soft, shimmering strings to help you relax.",37i9dQZF1DX2XWJkYVfE4v,classical
857,Mellow Cello,Relax to these mellow cello melodies.,37i9dQZF1DX9dX3aBjsxqd,classical
858,Classical Reading,Soothing classical music to help you relax while you read.,37i9dQZF1DWYkztttC1w38,classical
859,Iconic Soundtracks,"Timeless, unforgettable melodies from the movies.",37i9dQZF1DX1tz6EDao8it,classical
860,Not Quite Classical,"The composers and musicians bending genres, redefining rules, and bringing classical music into the 21st century.",37i9dQZF1DWSw8liJZcPOI,classical
861,Soft Instrumental,Gentle instrumental tunes.,37i9dQZF1DXdPDLmy88MDk,classical
862,Coffee and Piano,"Soft (the quietest of them all), subtle, no words needed. Take a sip and enjoy the music of composers from around the world.",37i9dQZF1DX3TPMgP3ojGS,classical
863,Morning Classical,Uplifting classical melodies to help you rise and shine.,37i9dQZF1DX9OZisIoJQhG,classical
864,Classical Sleep,Drift off to these peaceful classical melodies.,37i9dQZF1DX8Sz1gsYZdwj,classical
865,Easy Classical,Take it easy with these laid-back classical tunes.,37i9dQZF1DX0Aaer4Jzfgm,classical
866,Atmospheric Piano,Atmospheric and emotional piano pieces.,37i9dQZF1DWURCUKHUKWCX,classical
867,Classical Garden,"The perfect classical tunes for pruning, planting, and putting your feet up.",37i9dQZF1DWUajed02NzWR,classical
868,Chilled Classical,Chilled classical tunes to help you relax and unwind.,37i9dQZF1DWUvHZA1zLcjW,classical
869,Classical Piano,Relaxing classical piano.,37i9dQZF1DWUqIzZNMSCv3,classical
870,Rainy Day Classical Japan,雨の日にぴったりな日本のクラシックを集めました。窓の外の雨音に耳を傾けながら、穏やかなひと時を。,37i9dQZF1DWSTEeMqJmKYt,classical
871,Classical Romance,Spend some quality time with these romantic classical masterpieces.,37i9dQZF1DX4s3V2rTswzO,classical
872,Quiet Moment,Gentle classical music to help you relax and reflect.,37i9dQZF1DX7KrTMVQnM02,classical
873,Amazing Voices,A pop-meets-classical experience. Enjoy the best of what both musical worlds have to offer,37i9dQZF1DX6whPMkRNqoh,classical
874,Relaxing Chopin,Relaxing piano works by Chopin.,37i9dQZF1DWZYpU3rwrcAz,classical
875,Feel Good Classical,Classical tunes to make you feel good. ,37i9dQZF1DX5Lm1ZiObdc3,classical
876,Dark Academia Classical,"quiet hallways, dusty sunlight, cosy sweaters, and hot tea",37i9dQZF1DX17GkScaAekA,classical
877,Classical Cooking,"The perfect classical side-dish to some light chopping, stirring and seasoning.",37i9dQZF1DXdLD1ufgw60J,classical
878,YURI!!! on ICE -ユーリ!!! on ICE-,"Enjoy music from the world-famous figure skating anime <a href=""https://yurionice.com/"">""YURI!!! on ICE""</a> . <a href=""spotify:album:1YCzHcY9H5X6309OyGCEQ3"">「ユーリ!!! on CONCERT」</a>Live CD好評発売中！©HTP／YoIP",37i9dQZF1DX5amwhRzLzfE,classical
879,Soundtracked,"The latest, greatest soundtracks from the big and small screen.",37i9dQZF1DWW7gj0FcGEx6,classical
880,Classical Moments in Movies,Chill to the familiar classical pieces featured in award-winning films.,37i9dQZF1DX6K3W8KBiALe,classical
881,Jazz Meets Classical,"Where jazz meets classical, and classical meets jazz. Cover: Chick Corea",37i9dQZF1DX2mmt7R81K2b,classical
882,Classical Focus,Enhance your focus with classical music.,37i9dQZF1DXd5zUwdn6lPb,classical
883,Relaxing Classical Guitar,Relax to the sound of classical guitar. ,37i9dQZF1DWXBq4mDDFnfA,classical
884,Feel Good Soundtracks,Uplifting scores and soundtracks to make your heart happy.,37i9dQZF1DWXahxq4Q8el6,classical
885,Classical Ballet,Explore the world of ballet.,37i9dQZF1DXabrEiRjQMgs,classical
886,Pop Goes Classical,"Your favorite pop songs, <a href=""spotify:genre:classical"">classically</a>&nbsp;reimagined.",37i9dQZF1DWUPafHP1BJw1,classical
887,Classical Crossover,"Pop classics and show tunes, sung by legendary classical voices. Cover: Andrea Bocelli",37i9dQZF1DX8dPxJstGRJY,classical
888,Classical Yoga,"The ultimate classical playlist for yoga, meditation and daily mindfulness.",37i9dQZF1DX4QrK4j7ie9B,classical
889,Gentle Classical,"Gentle, relaxing <a href=""spotify:genre:classical"">classical</a> music.",37i9dQZF1DX7cBprxbt1Fn,classical
890,Chilled Classical Covers,Chill to these laid-back classical covers. ,37i9dQZF1DX21hEmly67Fg,classical
891,Baroque Classics,Classics from the Baroque era. ,37i9dQZF1DWXjj6kdiviS0,classical
892,Seasons of Change,"新生活に聴きたい、毎日を春色に染めるクラシックのプレイリスト

",37i9dQZF1DX7QJrDTFZgjr,classical
893,Sad Classical,Take comfort in these melancholy masterpieces.,37i9dQZF1DXbm0dp7JzNeL,classical
894,Classical Wedding,The perfect classical accompaniment to your wedding day.,37i9dQZF1DXbTR7abB7Ji7,classical
895,All Funked Up,New funky songs with a classic funky sound.,37i9dQZF1DX4WgZiuR77Ef,funk
896,Funk / soul / disco,Groovy favorites that lighten up your day.,4xFSdiuP4gpR4wq2OghlOs,funk
897,Funk Rock,Funk. But heavier. Cover: Red Hot Chili Peppers,37i9dQZF1DX23YPJntYMnh,funk
898,Disco Forever,All your Disco favorites.,37i9dQZF1DX1MUPbVKMgJE,funk
899,Funk & Soul Classics,A selection of the greatest funk & soul records ever made.,37i9dQZF1DWWvhKV4FBciw,funk
900,Nu-Funk,The best of today's funk. Cover: Tank and The Bangas,37i9dQZF1DWZgauS5j6pMv,funk
901,Future Funk,Dance yourself back in time with these 80s sampled futuristic rhythms. Welcome to the future of funk.,37i9dQZF1DXbjGYBfEmjR5,funk
902,Soulful Disco,All the best soul disco sounds for getting down.,37i9dQZF1DXcAiMO5AYxE8,funk
903,Instrumental Funk,When the funk is just too funky for words to keep up.,37i9dQZF1DX8f5qTGj8FYl,funk
904,French Touch,Some of the biggest french touch classics! Cover: Daft Punk,37i9dQZF1DX9cbNxuNYT3d,funk
905,Disco Hi-Life,We just wanna rock you all night long.,37i9dQZF1DXbS8bPVXXR2B,funk
906,Nu-Disco,A new take on a classic sound. Cover: Kylie Minogue,37i9dQZF1DXattPCMpISJh,funk
907,I Love My '70s Funk,The best and finest '70s Funk. Cover: Kool & The Gang.,37i9dQZF1DWYOqWoDP009i,funk
908,I Love My '80s Funk,The best and finest '80s Funk. Cover: Bootsy Collins.,37i9dQZF1DWVJ0TKGKfzgP,funk
909,Funk Outta Here,Funk to these good ol' funky soul classics!,37i9dQZF1DX70TzPK5buVf,funk
910,I Love My '90s Funk,The best and finest '90s Funk. Cover: The Brand New Heavies.,37i9dQZF1DX1YOtPUCxcAM,funk
911,Global Groove,Groovy sounds from around the world.,37i9dQZF1DWUS3jbm4YExP,funk
912,Funky Jams,Classic funk.,37i9dQZF1DX6drTZKzZwSo,funk
913,Bottoms Up,Because bass. Cover: Victor Wooten,37i9dQZF1DX0N8QTiMHLoT,funk
914,I Love My '00s Funk,The best and finest '00s Funk. Cover: Sharon Jones.,37i9dQZF1DX0qxRTf9gkRN,funk
915,I Love My '60s Funk,The best and finest '60s Funk. Cover: The Meters.,37i9dQZF1DX6vmXrF8Shld,funk
916,AfroBoogie,"Nostalgic '70-ies and '80-ies Funk, Disco, Boogie and Afropop music which lit up night clubs across Africa. Get your boogie on!",37i9dQZF1DWT6pI50XnTRh,funk
917,Robo-Funk,Funky vocoders and talk boxes. Cover: A wind-up toy robot,37i9dQZF1DWUcRrhkfhG22,funk
918,I Love My '10s Funk,The best and finest '10s Funk. Cover: Pharrell Williams.,37i9dQZF1DX2zVOKolQSzi,funk
919,Queens of Disco,The most definitive female voices in Disco. Cover: Chaka Khan,37i9dQZF1DXdJyxIBq7Xdy,funk
920,Kickass Metal,Shinedown on top of the biggest Metal playlist!,37i9dQZF1DWTcqUzwhNmKv,metal
921,All New Metal,The latest and greatest metal tracks. Cover: Meshuggah,37i9dQZF1DX5J7FIl4q56G,metal
922,Old School Metal,Like the old school sound of metal? Then you'll love this playlist!,37i9dQZF1DX2LTcinqsO68,metal
923,Heavy Metal,"Heavy Metal forever. From classics to fresh new tracks, just play it loud! Cover: Arch Enemy",37i9dQZF1DX9qNs32fujYe,metal
924,Nu Metal Generation,The sound of a g-g-generation. Cover: Limp Bizkit,37i9dQZF1DXcfZ6moR6J0G,metal
925,New Core,This is the new core at its finest. Cover: Pridelands,37i9dQZF1DWXIcbzpLauPS,metal
926,90s Metal Classics,A collection of the biggest Metal classics of the 90s. Cover : Metallica,37i9dQZF1DX08jcQJXDnEQ,metal
927,00s Metal Classics,The biggest metal songs of the 2000s. Cover: Slipknot,37i9dQZF1DWXNFSTtym834,metal
928,Metal Ballads,A collection of the best metal ballads.,37i9dQZF1DX1kydukZhLms,metal
929,Metal Essentials,Want some metal? Better to start with the essentials. Cover: Metallica,37i9dQZF1DWWOaP4H0w5b0,metal
930,Metal Rewind,The best recent metal tracks. Cover: Ghost,37i9dQZF1DWXHwQpcoF2cC,metal
931,Hard Rock,For the Hard Rock and full volume lovers. Cover: Scorpions,37i9dQZF1DX1X7WV84927n,metal
932,Thrash Metal Essentials,A selection of the greatest Thrash Metal tunes. Cover: Slayer,37i9dQZF1DXbyrUWMp2Tkr,metal
933,Got Djent?,"Whether you call it technical, progressive or math metal, it all djents. Cover: Animals As Leaders",37i9dQZF1DX6GRSnGELn7L,metal
934,Epic & Melodic,"Epic and melodic metal, for the dragonslayer in you! Cover: Hammerfall",37i9dQZF1DX37bXS7EGI3f,metal
935,Top Of The Core,All the biggest Core tracks of the moment. Cover: Underoath,37i9dQZF1DXakaomPRkkDa,metal
936,Deathcore,"A collection of the best Deathcore tracks, mixing recent and fresh new tracks. Cover: Paleface",37i9dQZF1DX1cJWWyylDuw,metal
937,Progressive Metal,Fresh and recent tracks from the world of Prog Metal. Cover: Dream Theater,37i9dQZF1DX5wgKYQVRARv,metal
938,New Blood,Heavy new bands you need to have an eye on. Cover: Ibaraki,37i9dQZF1DXdiUbJTV2anj,metal
939,Metal Empire,Metal tracks all the way from the birth of Metal to today. Cover: Black Sabbath,37i9dQZF1DX4jCqmsDQR1i,metal
940,Thrashers,All the new tunes in the Thrash world.,37i9dQZF1DWZdFtcHGe8ED,metal
941,Heavy Queens,A salute to all of the women that like it loud & heavy. Cover: Nova Twins,37i9dQZF1DWXDJDWnzE39E,metal
942,Instrumental Madness,Instrumental only. For the maniacs out there. Cover: pg.lost,37i9dQZF1DWUk47CLxI4Uo,metal
943,Metalcore Classics,The perfect mix between old-school and modern Metalcore. Cover: Parkway Drive,37i9dQZF1DX6P51sFpSo2r,metal
944,10s Metal Classics,The best metal songs of the 2010s. Cover: Five Finger Death Punch,37i9dQZF1DWUnhhRs5u3TO,metal
