,name,description,id,category
445,Ambient Essentials,All the greatest Ambient tracks in one place. Cover: Brian Eno,37i9dQZF1DWUrPBdYfoJvz,ambient
446,Ambient 1990s,Re-live the glory of Ambient from the 1990s. ,37i9dQZF1DXaJ6UYQLBB2k,ambient
447,Early New Age,Find the path back to an era of enlightenment.,37i9dQZF1DX8ME1cOz1QtO,ambient
448,Fresh Finds Experimental,"The best new experimental music by independent artists and labels. Updates every Wednesday. Cover: RUMTUM, Artwork: Thami Nabil",37i9dQZF1DX8C585qnMYHP,ambient
449,Exospheres,Explore the inner worlds floating in the imagination of experimental Ambient music producers.,37i9dQZF1DX8OUvJF6ATAB,ambient
450,Music for Plants,"Mellow vibrations for green leaves, green thumbs and green ears.",37i9dQZF1DXclWedfNUp3z,ambient
451,First Light,Sunlight! The most precious gold to be found on Earth.,37i9dQZF1DWSNeg74zvBUZ,ambient
452,Postcards From Japan,A celebration of contemporary Ambient music produced by Japanese artists. ,37i9dQZF1DX5pzlFKAwpZ5,ambient
453,Nordic Noir,Hymns for darker hours.,37i9dQZF1DX7XfRr4cb6cr,ambient
454,K-Club Party,Let's party & clubbing with your favorite K-pop dance hits!! (Cover: VICTON(빅톤)) [지금 가장 핫한 댄스곡들을 만나보세요.],37i9dQZF1DX4RDXswvP6Mj,kpop
455,K-Pop Daebak,Score all the hottest hits from your favourite hallyu star and check out your one true K-Pop playlist! #kdaebak Cover: Wanna One,37i9dQZF1DX9tPFwDMOaN1,kpop
456,K-Pop Fresh,最先端のK-Popをピックアップ！// The freshest K-Pop of today! cover: PENTAGON,37i9dQZF1DX1LU4UHKqdtg,kpop
457,Girl Krush,All your girl crushes(걸크러쉬) in one place. Cover: MOONBYUL(문별),37i9dQZF1DXbSWYCNwaARB,kpop
458,歌うK-Pop - Sing-Along -,"Spotifyの新機能シンガロングを使って、いっしょにK-Pop！(歌詞ページ左下の🎤ボタンを押してシンガロングをお楽しみください)

",37i9dQZF1DWUNxtY74ScrL,kpop
459,Women of K-Pop,"From sultry vocalists, sexy divas to cutesy girl-groups, the women of K-Pop are a formidable force to be reckoned with. (Cover: YUJU)",37i9dQZF1DX6Cy4Vr7Hu2y,kpop
460,K-Pop On Replay,K-Popのロング&メガヒット曲をまとめて楽しもう。 cover: BTS,37i9dQZF1DXbdOzWHrOJTl,kpop
461,Satang Mix,"Max out your sugar content with these pure and aegyo tracks from our favorite ladies. Cover: fromis_9 (상큼하고 발랄, 청순한 여아이돌의 세계에 빠져보세요!)",37i9dQZF1DWTTHy0vndijk,kpop
462,KimBops!,Rolling with the 'bops' in your Kimbap. Bringing you the songs that are currently trending and everything else in between. Cover: ENHYPEN,37i9dQZF1DX0018ciYu6bM,kpop
463,TrenChill K-R&B,Trendy & Chill 한국 R&B. Be laid-back with groovy K-R&B. (Cover: Whee In(휘인)),37i9dQZF1DXbirtHQBuwCo,kpop
464,Hallyu Boy Bands,Is it your favorite oppa or dongsaeng? Cover: T1419 [당신의 최애 아이돌 보이 그룹은 어떤 그룹인가요?],37i9dQZF1DX1gjl24GAQC0,kpop
465,New Music K-Pop,신곡 배달! The freshest K-Pop releases are here! (Cover: NATURE(네이처)) (신선한 국내 최신곡들을 플레이리스트로 만나보세요.),37i9dQZF1DXe5W6diBL5N4,kpop
466,K-Pop Rising,Future K-Pop hits! Cover: PENTAGON,37i9dQZF1DX4FcAKI5Nhzq,kpop
467,Best of Korean Soundtracks,Relive your favourite K-Drama moments with these classic soundtracks.,37i9dQZF1DWUXxc8Mc6MmJ,kpop
468,This Is NCT 127,NCTzens! Sticker is here!,37i9dQZF1DX78tHDcKCzXN,kpop
469,K-Pop X-Overs,"Watch out for all the collaborations and cross-overs in the K-Pop world! Cover: JAMIE, 22Bullets",37i9dQZF1DX4IDaXtVjL83,kpop
470,K-Pop Ballad Hits,"Mellow & sentimental K-Pop ballads. (Cover: KYUHYUN(규현)) (당신의 감성에 발라드, 려요)",37i9dQZF1DX5LEXW9eXA0n,kpop
471,Millennium K-Pop,Listen the 00's best collection of K-Pop dance. (Cover: 2NE1) (2000년대를 수 놓았던 케이팝 댄스곡들을 즐겨보세요!),37i9dQZF1DWUoY6Ih7vsxr,kpop
472,K-Hip-Hop +82,Representin' +82 Korean Hip-Hop's sickest rhymes and beats. (Cover: Coogie(쿠기)) (한국힙합을 대표하는 곡들을 만나보세요!),37i9dQZF1DWW46Vfs1oltB,kpop
473,This Is BoA,"Jumping BoAs, Our Beloved BoA is here and BETTER than ever!",37i9dQZF1DWVcZmFvFFJ5L,kpop
474,TrenChill K-Hip Hop,Trendy x Chill K-Hip Hop.  (Cover: ASH ISLAND) (트렌디 x 칠! 세련되고 듣기 편한 힙합음악들을 즐겨보세요.),37i9dQZF1DWWvmOXYvR5a6,kpop
475,RADAR Korea,Unearthing up-and-coming Korean acts. Cover: Billlie,37i9dQZF1DX9IALXsyt8zk,kpop
476,v o K a l,Meet Korea's representative eardrum boyfriend & girlfriend vocals. (Cover: Def.) (한국을 대표하는 고막남친 & 고막여친 보컬들을 만나보세요.),37i9dQZF1DX8eqay1FtdMm,kpop
477,K-Pop Generations,The K-Pop idols who started it all from 90's - 10's. (90년대부터 2010년대까지 케이팝 아이돌 필수곡들을 즐겨보세요!),37i9dQZF1DX14fiWYoe7Oh,kpop
478,K-Pop Duets,"Ready for some sweet harmony or explosive combination of your favourite couple or troublemakers. (Cover: Lee Young Ji, Layone(이영지, 래원))",37i9dQZF1DWZYjbSZYSpu6,kpop
479,Nolja!,Time to press play on these jaem jams from 2010 onwards! Cover: TOMORROW X TOGETHER,37i9dQZF1DXdR77H5Z8MIM,kpop
480,In The K-Indie,Let's fall into the K-인디 tracks from Korea's thriving indie scene. (Cover: BULGOGIDISCO) (최신곡을 포함한 국내 인디곡들을 만나보세요!),37i9dQZF1DXdTb8AG95jne,kpop
481,Top K-Pop Artists of 2019,Top of the top hits this year! Cover: TWICE,37i9dQZF1DWTY99d0AYptp,kpop
482,Morning K-Pop!,Everyday should be a happy day when you listen to this fun K-Pop playlist.,37i9dQZF1DX1uG5byNIgDA,kpop
483,Cool K'IDs Rock,K'ID = Korean ID. Welcome to the K-Rock anthem! (Cover: verycoybunny(베리코이버니)) (핫한 국내 록음악을 만나보세요!),37i9dQZF1DX2SFBzpAPi7n,kpop
484,This Is HyunA,The sexy queen! Check out HyunA's music.,37i9dQZF1DWTQlAcQVKgKf,kpop
485,Korean OST Instrumentals,Enjoy your favourite K-drama's OST instrumentals.,37i9dQZF1DXbbMUWc2KuOB,kpop
486,Top K-Pop Tracks of 2O2O,Top of the top hits from Korean Pop Artists! Cover: BTS,37i9dQZF1DX8NzI27ip7J0,kpop
487,This Is LOONA,Welcome to the LOOΠΔverse. Are you making an 'Orbit' around LOOΠΔ?,37i9dQZF1DXcVhobq00UmD,kpop
488,This Is SUNMI,Listen Heroine's music 24 Hours.,37i9dQZF1DX5wTRh9H8LSC,kpop
489,A Decade in K-Pop,It's been a great decade for K-Pop. Check it out! Cover: Super Junior,37i9dQZF1DX2cVoXMHpaD1,kpop
490,Best of 2018: K-Pop,"Top of the top hits from Korean Pop Artists! Cover: <a href=""spotify:artist:41MozSoPIsD1dJM0CLPjZF"">BLACKPINK</a>",37i9dQZF1DX5CHqBODmn2c,kpop
491,This is BAEKHYUN,Listen BAEKHYUN's all solo tracks here.,37i9dQZF1DX82z3m3RyeLu,kpop
492,This Is AB6IX,"""Absolute Six"" and also ""Above BrandNew Six"".",37i9dQZF1DWXZYiAIXe47k,kpop
493,This Is DAY6,It's a good day to be a My Day!,37i9dQZF1DX3Ucx6LaTP5S,kpop
494,Tropical K-Pop,Be cool with refreshing Tropical K-Pop dance music! (시원청량한 국내 댄스곡을 즐겨보세요!) (Cover: Hyolyn x Dasom),37i9dQZF1DX1lU51fgoMhF,kpop
495,Show Me The Money (쇼미더머니),"All songs from South Korean hip-hop TV show 'Show Me The Money(쇼미더머니)', Cover: Gwangil Jo(조광일) - SMTM10 Winner",37i9dQZF1DXbUvVRFYN2Rp,kpop
496,Best Korean OSTs of 2019,Time to reminisce your favourite Korean drama scenes in 2019. Cover: Hotel Del Luna,37i9dQZF1DX6HNmsqZ1nyc,kpop
497,Dalkom Mukbang (달콤먹방),Enjoy your happy eating time with Korean theme! (사랑스러운 음악들과 행복한 식사 시간을 가져보세요!) (Cover: Stray Kids(스트레이 키즈)),37i9dQZF1DWTdBIyTaKDBw,kpop
498,Workday K-Pop,Why so serious? Get through your workday with K-Pop. (내적댄스 유발 노동요와 함께 신나는 업무시간을 보내세요!),37i9dQZF1DX5eq3AONkaho,kpop
499,4:00 AM GROOVE,새벽 감성. Issa Vibe.,37i9dQZF1DXbShqaetC9Tw,kpop
500,This Is NU'EST,Feel 'New Establish Style Tempo' in here.,37i9dQZF1DWXYltn5FtH0l,kpop
501,So Kool Driving,Tap your feet to the K-Pop beats on your way through the driving moments. (시원한 국내음악들과 드라이빙을 즐겨보세요!),37i9dQZF1DX3sCx6B9EAOr,kpop
502,K-Pop Daebak Presents: Best K-Pop Songs of 2O2O,Top of the top tracks in K-Pop Daebak playlist this year! Cover: ITZY,37i9dQZF1DWVHNixKGCLqw,kpop
503,Best Korean OSTs of 2020,Time to reminisce your favourite Korean drama scenes in 2020. Cover: ITAEWON CLASS,37i9dQZF1DXdmJixlyx0rj,kpop
504,mint Japan,"世界中で話題のエレクトリニック・ダンスミュージックを一つのプレイリストに！cover: Topic, Robin Schulz, Nico Santos, Paul van Dyk",37i9dQZF1DWZASvfwxHkco,edm_dance
505,Electropolis,日本のエレクトロミュージックの最先端に立つアーティストを特集！Cover: MONDO GROSSO,37i9dQZF1DX5xXEN5UDSKi,edm_dance
506,Tokyo Club Beat,トウキョウ・クラブビート。今BUZZっているクラブミュージックをひとつのプレイリストに！,37i9dQZF1DXbiEfzyzIRj9,edm_dance
507,Remix Hits,Remixed hits from the past.,37i9dQZF1DX7D8GQsPKGvy,edm_dance
508,Dance Hits,"All the <a href=""spotify:genre:edm_dance"">big ones</a> with Luude.",37i9dQZF1DX0BcQWzuB7ZO,edm_dance
509,Chill Tracks,"Softer kinda <a href=""spotify:genre:edm_dance"">dance</a>, with hand-curated picks from Lane 8. ",37i9dQZF1DX6VdMW310YC7,edm_dance
510,Dance Party,"<a href=""spotify:genre:edm_dance"">Move</a> your feet!",37i9dQZF1DXaXB8fQg7xif,edm_dance
511,Deep House Relax,"Forget it and disappear with chill <a href=""spotify:genre:edm_dance"">house</a>.",37i9dQZF1DX2TRYkJECvfC,edm_dance
512,mint,"The world's biggest dance hits. Featuring new music from Disclosure & Zedd, The Chainsmokers, Grimes & more!",37i9dQZF1DX4dyzvuaRJ0n,edm_dance
513,Chilled Dance Hits,The softer side of dance.,37i9dQZF1DXccH49bh52dB,edm_dance
514,Pop Remix,"Remixed pop and <a href=""spotify:genre:edm_dance"">dance</a> collabs. Cover: Dua Lipa & Elton John.",37i9dQZF1DXcZDD7cfEKhW,edm_dance
515,Housewerk,"<a href=""spotify:genre:house"">House</a> music lives here. United in one house. Cover: Honey Dijon",37i9dQZF1DXa8NOEUWPn9W,edm_dance
516,EDM Samplings,Create the new vibe by mixing in the retro sounds.,37i9dQZF1DXafD1g5rer7q,edm_dance
517,Big Room Dance,Big rooms and big sounds. Cover: Quintino,37i9dQZF1DX3d2wagqzwmM,edm_dance
518,Hype,"Aggressive trap and bass for the <a href=""spotify:genre:edm_dance"">gym</a>.",37i9dQZF1DX4eRPd9frC1m,edm_dance
519,Brain Food,"<a href=""spotify:genre:space:electronica_chill"">Hypnotic electronic</a> for studies and a relax.",37i9dQZF1DWXLeA8Omikj7,edm_dance
520,Future Funk,Dance yourself back in time with these 80s sampled futuristic rhythms. Welcome to the future of funk.,37i9dQZF1DXbjGYBfEmjR5,edm_dance
521,Lo-Fi House,Distorted and rough around the edges.,37i9dQZF1DXbXD9pMSZomS,edm_dance
522,Altar,The home for alternative electronic music. Cover: Leon Vynehall,37i9dQZF1DXa71eg5j9dKZ,edm_dance
523,Electro Mix,"A selection of new, quality electro sounds from your favorite EDM acts! Cover: The Chainsmokers",37i9dQZF1DWW668oFRU96k,edm_dance
524,Heart Beats,"<a href=""spotify:genre:edm_dance"">Dance music</a> for the heart <3",37i9dQZF1DWSRc3WJklgBs,edm_dance
525,Night Rider,"Dark and moody progressive <a href=""spotify:genre:edm_dance"">house</a> music for the late night highway.",37i9dQZF1DX6GJXiuZRisr,edm_dance
526,Sad Beats,"<a href=""spotify:genre:edm_dance"">electronic</a> melancholy <3",37i9dQZF1DWVrtsSlLKzro,edm_dance
527,Trance Mission,"Setting sights on banging <a href=""spotify:genre:trance_progressive"">trance and progressive</a> with Ben Nicky.",37i9dQZF1DX91oIci4su1D,edm_dance
528,Beats to think to,Focus with deep techno and tech house.,37i9dQZF1DXa2SPUyWl8Y5,edm_dance
529,Shuffle Syndrome,"<a href=""spotify:genre:edm_dance"">Shuffle</a> your heart out. Cover: Öwnboss & Sevek",37i9dQZF1DWUq3wF0JVtEy,edm_dance
530,French Touch,Some of the biggest french touch classics! Cover: Daft Punk,37i9dQZF1DX9cbNxuNYT3d,edm_dance
531,Disco Hi-Life,We just wanna rock you all night long.,37i9dQZF1DXbS8bPVXXR2B,edm_dance
532,Pixel Garden,Electro tunes for your virtual world.,37i9dQZF1DX3FJKV5EZtau,edm_dance
533,303 Classics,A collection of tracks produced with the legendary TB-303 rhythm composer. Cover: Richie Hawtin,37i9dQZF1DX202yvKb0g9m,edm_dance
534,vaporwave,"Ride the vaporwave and lose your soul in the 
  a e s t h e t i c .",37i9dQZF1DWU4EQPjP9ZpS,edm_dance
535,Dance Rising,"Tomorrow's <a href=""spotify:genre:edm_dance"">dance</a> hits, with J. Worra",37i9dQZF1DX8tZsk68tuDw,edm_dance
536,planet rave,ur on the list bb 🪐 featuring charli xcx & rina sawayama ,37i9dQZF1DWW1XLSH8Oafp,edm_dance
537,Lowkey Tech,Chill techno and tech house.,37i9dQZF1DX0r3x8OtiwEM,edm_dance
538,Dance Classics,"<a href=""spotify:genre:edm_dance"">Dance radio</a> hits from the 90s and 00s!",37i9dQZF1DX8a1tdzq5tbM,edm_dance
539,ACRAZE's Operator,"Hey. It’s <a href=""https://hoo.be/acraze"">ACRAZE</a> and I'm taking over Operator with my favorite tunes to play out and just vibe to.",37i9dQZF1DWVY4eLfA3XFQ,edm_dance
540,metropolis,"Hey, what's up, this is NEIL FRANCES, we're taking over the metropolis playlist. Here’s a playlist to soundtrack the night. Enjoy! 🌙 🦝 💥🪐✨",37i9dQZF1DX8CopunbDxgW,edm_dance
541,Genre Glitch,Instrumental bliss beyond genre classification.,37i9dQZF1DWUraJYejk11q,edm_dance
542,Dubstep Don,"All <a href=""spotify:genre:bass"">wobble</a>",37i9dQZF1DX5Q27plkaOQ3,edm_dance
543,Orgánica,"This is a deep tribal sound, combining electronic elements and organic instrumentation, stemming from the folk music of Africa, Latin America, and the Middle East.",37i9dQZF1DX2pprEpa9URZ,edm_dance
544,Power Hour,Tap it back or go for a spin with these uptempo tracks!,37i9dQZF1DX32NsLKyzScr,edm_dance
545,New Year Dance Party! ,明けましておめでとうございます！お正月のホームパーティーやにぎやかな食事のお供に。思わず体が動いてしまう楽曲で特別なひとときを。 ,37i9dQZF1DX2sKGHAy2dfC,edm_dance
546,Detroit Techno,"Detroit <a href=""spotify:genre:techno"">Techno</a> Essentials. Cover: DJ Minx.",37i9dQZF1DX1GT5IIzDqMe,edm_dance
547,creamy,"A sprinkle of bass, warm vocal drizzle, and dreamy <a href=""spotify:genre:edm_dance"">dance music</a>. Featuring new music by Tails.",37i9dQZF1DXdgz8ZB7c2CP,edm_dance
548,90s House Classics,Essential club anthems from the golden era of house music. Cover: Kenny Dope and Little Louie Vega,37i9dQZF1DWTU3Zl0elDUa,edm_dance
549,Main Stage,Peak-time bangers and emerging future hits. Cover: Harris & Ford,37i9dQZF1DX7ZUug1ANKRP,edm_dance
550,RetroWave / Outrun,Equal parts nostalgic synthwave sounds and modern production.,37i9dQZF1DXdLEN7aqioXM,edm_dance
551,Hardstyle Bangers,Only the biggest Hardstyle,37i9dQZF1DX0pH2SQMRXnC,edm_dance
552,Electronic Rising,The best new electronic music from Electronica to Techno. Cover: Digitalism,37i9dQZF1DX8AliSIsGeKd,edm_dance
553,Rave Classics,Classic tunes that shaped and defined the 90s rave scene - a unique era for dance music.,37i9dQZF1DX8cbjeZ4UYIG,edm_dance
554,VOLUME JAPAN,話題のグローバル・ロック・ヒッツをひとつのプレイリストに。Cover: Franz Ferdinand,37i9dQZF1DWYXBm3qy96SP,rock
555,All New Rock,The best new tracks every week. Cover: The Faim,37i9dQZF1DWZryfp6NSvtz,rock
556,Rock This,The newest from Sueco along with the top Rock songs you need to know.,37i9dQZF1DXcF6B6QPhFDv,rock
557,J-Rock Now,日本ロックシーンの最新話題曲をひとつのプレイリストに。cover: 緑黄色社会,37i9dQZF1DX6ntWKaOqGAp,rock
558,Rock Anthems Japan 10s,2010年代 J-Rockの名曲をひとつのプレイリストにコンパイル。,37i9dQZF1DWVCWq6ehLoH4,rock
559,Rock Anthems Japan 90s,音楽史に名を刻んだ1990年代Japan Rockの名曲をひとつのプレイリストに。,37i9dQZF1DXcpehQnGbWYD,rock
560,Rock Anthems Japan 80s,"音楽史に名を刻んだ1980年代Japan Rockの名曲をひとつのプレイリストに。
",37i9dQZF1DX8E5Uj8VRchR,rock
561,Rock Anthems Japan 00s,"2000年代 J-Rockの名曲をひとつのプレイリストにコンパイル。
",37i9dQZF1DWV48gEMVy7G8,rock
562,Rock Classics,"Rock legends & epic songs spanning decades, that continue to inspire generations. ",37i9dQZF1DWXRqgorJj26U,rock
